id,name,author,serial_number
490,Maus: A Survivor's Tale : My Father Bleeds History,Art Spiegelman,394541553
491,Untamed: A House of Night Novel,"P.C. Cast, Kristin Cast",312379838
492,Speaker for the Dead,Orson Scott Card,812550757
493,Mere Christianity,C.S. Lewis,684823780
494,The Secret History,Donna Tartt,1400031702
495,A Heartbreaking Work of Staggering Genius,Dave Eggers,375725784
496,The Clan of the Cave Bear,Jean M. Auel,553381679
497,Black Beauty,Anna Sewell,439228905
498,Война и миръ,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",192833987
499,American Psycho,Bret Easton Ellis,679735771
500,The Princess Diaries,Meg Cabot,613371658
501,The No. 1 Ladies' Detective Agency ,Alexander McCall Smith,1400034779
502,"The Walking Dead, Vol. 1: Days Gone Bye","Robert Kirkman, Tony Moore",1582406723
503,2001: A Space Odyssey,Arthur C. Clarke,451457994
504,,Francine Rivers,1590525132
505,Left Behind:  A Novel of the Earth's Last Days,"Tim LaHaye, Jerry B. Jenkins",842342702
506,The One,Kiera Cass,62059998
507,The Hunger Games Box Set,Suzanne Collins,545265355
508,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,805063897
509,Remember Me?,Sophie Kinsella,593053893
510,The Great Hunt,Robert Jordan,812517725
511,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell,743477154
512,The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,385074077
513,The Hiding Place,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",553256696
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle,192835084
515,The Prince of Tides,Pat Conroy,553381547
516,The Amazing Adventures of Kavalier & Clay,Michael Chabon,312282990
517,Perfect Chemistry,Simone Elkeles,802798233
518,Peter Pan,"J.M. Barrie, Michael Hague",805072454
519,Pretties,Scott Westerfeld,689865392
520,ねじまき鳥クロニクル [Nejimakidori kuronikuru],"Haruki Murakami, Jay Rubin",965341984
521,The Lincoln Lawyer ,Michael Connelly,739465511
522,Cloud Atlas,David Mitchell,375507256
523,The Things They Carried,Tim O'Brien,767902890
524,Wall and Piece,Banksy,1844137872
525,Pandemonium,Lauren Oliver,006197806X
526,Darkly Dreaming Dexter,Jeff Lindsay,307277887
527,Living Dead in Dallas,Charlaine Harris,1841493007
528,The Dragon Reborn ,Robert Jordan,765305119
529,Gulliver’s Travels,"Jonathan Swift, Robert DeMaria Jr.",141439491
530,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",743482751
531,Beowulf,"Unknown, Seamus Heaney",393320979
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1401207529
533,Go Set a Watchman,Harper Lee,62409859
534,When You Are Engulfed in Flames,David Sedaris,316143472
535,Daughter of Smoke & Bone,Laini Taylor,316134023
536,Red Queen,Victoria Aveyard,1409151174
537,The Power of Habit,Charles Duhigg,1400069289
538,Midnight in the Garden of Good and Evil,John Berendt,679751521
539,Hopeless,Colleen Hoover,1301949825
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",142437018
541,The Truth About Forever,Sarah Dessen,142406252
542,The horse and his boy,C.S. Lewis,439861365
543,Last Sacrifice ,Richelle Mead,1595143068
544,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",64400026
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",380002558
546,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,60589469
547,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",375759239
548,Pretty Little Liars,Sara Shepard,60887303
549,Corduroy,Don Freeman,670241334
550,The Omnivore's Dilemma,Michael Pollan,1594200823
551,Life After Life,Kate Atkinson,316176486
552,The Rescue,Nicholas Sparks,446696129
553,Needful Things,Stephen King,045057458X
554,Voyager,Diana Gabaldon,385335997
555,,"Kenneth Branagh, William Shakespeare",393315053
556,Cujo,Stephen King,307348245
557,The Virgin Suicides,Jeffrey Eugenides,747560595
558,Dead to the World,Charlaine Harris,441012183
559,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",141439599
560,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",192840398
561,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",394820371
562,The Way of Kings,Brandon Sanderson,765326353
563,Club Dead,Charlaine Harris,1841493015
564,It's Kind of a Funny Story,Ned Vizzini,078685197X
565,,Brandon Sanderson,765316889
566,After You,Jojo Moyes,
567,The Language of Flowers,Vanessa Diffenbaugh,034552554X
568,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",156389341X
569,The Angel Experiment,James Patterson,446617792
570,High Fidelity,Nick Hornby,1573225517
571,The Guardian,Nicholas Sparks,446696110
572,Oryx and Crake,Margaret Atwood,385721676
573,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,60574216
574,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,60899220
575,Timeline,Michael Crichton,99244721
576,Candide,Voltaire,486266893
577,Tuck Everlasting,Natalie Babbitt,374480095
578,Christine,"Stephen King, Marie Milpois",2253147699
579,Are You My Mother?,P.D. Eastman,1713221
580,The Story of Art,E.H. Gombrich,071483355X
581,Scarlet,Marissa Meyer,312642962
582,"Rich Dad , Poor Dad",Robert T. Kiyosaki,751532711
583,Silence ,Becca Fitzpatrick,1442426640
584,The Magicians,Lev Grossman,670020559
585,デスノート #1 (Desu Nōto) Taikutsu (退屈),"Tsugumi Ohba, Takeshi Obata",1421501686
586,A Great and Terrible Beauty,Libba Bray,689875347
587,Everything Is Illuminated,Jonathan Safran Foer,60529709
588,The Bourne Supremacy,Robert Ludlum,752863886
589,Easy,Tammara Webber,425266745
590,David Copperfield,"Charles Dickens, Jeremy Tambling",140439447
591,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",316013684
592,Мастер и Маргарита,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",679760806
593,A Wizard of Earthsea,Ursula K. Le Guin,553383043
594,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",763616052
595,A Separate Peace,John Knowles,743253973
596,The Rainmaker,John Grisham,385339607
597,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",142437239
598,Assassin's Apprentice,Robin Hobb,6480098
599,The Restaurant at the End of the Universe,Douglas Adams,345418921
600,Torment,Lauren Kate,385739141
601,The Tale of Peter Rabbit,Beatrix Potter,723247706
602,The Silver Chair,"C.S. Lewis, Pauline Baynes",64405044
603,The Hero of Ages,Brandon Sanderson,765316897
604,"Girl, Interrupted",Susanna Kaysen,679746048
605,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,61173398
606,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",743278909
607,City of Heavenly Fire,Cassandra Clare,1481426303
608,Love You Forever,"Robert Munsch, Sheila McGraw",920668372
609,Cell,Stephen King,1416524517
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,067002581X
611,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",618391118
612,The Drawing of the Three,Stephen King,451210859
613,The Forgotten Garden,Kate Morton,330449605
614,Der Prozeß,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",99428644
615,This Lullaby,Sarah Dessen,142501557
616,Plain Truth,Jodi Picoult,743275012
617,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,385523386
618,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",451528018
619,"Thinking, Fast and Slow",Daniel Kahneman,374275637
620,The Mists of Avalon,Marion Zimmer Bradley,345350499
621,"Are You There God? It's Me, Margaret",Judy Blume,689841582
622,Nights in Rodanthe,Nicholas Sparks,446612707
623,Mr. Mercedes,Stephen King,1476754454
624,All Together Dead,Charlaine Harris,441014941
625,Midwives,Chris Bohjalian,375706771
626,The Polar Express,Chris Van Allsburg,395389496
627,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",140544518
628,Patriot Games,Tom Clancy,425134350
629,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",61124265
630,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",385349947
631,Dead as a Doornail ,Charlaine Harris,441013333
632,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,62085484
633,Starship Troopers,Robert A. Heinlein,441783589
634,I've Got Your Number,Sophie Kinsella,385342063
635,Sofies Verden,"Jostein Gaarder, Paulette Møller",1857993284
636,,Mark Cotta Vaz,316134112
637,The Martian Chronicles,Ray Bradbury,553278223
638,A Visit From the Goon Squad,Jennifer Egan,307592839
639,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",753454947
640,Prey,Michael Crichton,61015725
641,The Last Battle,C.S. Lewis,7202326
642,World Without End,Ken Follett,525950079
643,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",312360304
644,Slammed,Colleen Hoover,
645,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,60874163
646,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",140424385
647,Baby Proof,Emily Giffin,312348649
648,Inheritance,Christopher Paolini,375856110
649,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",307593312
650,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,1840224029
651,Le Fantôme de l'Opéra,"Gaston Leroux, Alexander Teixeira de Mattos",60809248
652,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,441014917
653,Ensaio Sobre a Cegueira,"José Saramago, Giovanni Pontiero",156007754
654,Freedom,Jonathan Franzen,374158460
655,Crossed,Ally Condie,142421715
656,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,1423100034
657,The White Tiger,Aravind Adiga,1416562591
658,The Corrections,Jonathan Franzen,1841156736
659,Dreams from My Father,Barack Obama,1921351438
660,Congo,Michael Crichton,60541830
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",689711735
662,Interpreter of Maladies,Jhumpa Lahiri,618101365
663,A People's History of the United States: 1492 to Present ,Howard Zinn,60838655
664,Breakfast at Tiffany's,Truman Capote,679745653
665,The Passage,Justin Cronin,345504968
666,Anansi Boys,Neil Gaiman,60515198
667,Along for the Ride,Sarah Dessen,670011940
668,Everything I Never Told You,Celeste Ng,159420571X
669,La casa de los espíritus,"Isabel Allende, Magda Bogin",553383809
670,The Dead Zone,Stephen King,451155750
671,The Mysterious Affair at Styles,"Agatha Christie, Ροζίτα Σώκου",646418432
672,Murder in the Calais Coach,Agatha Christie,425200450
673,Americanah,Chimamanda Ngozi Adichie,307271080
674,Suzanne's Diary for Nicholas,James Patterson,446611085
675,Firestarter,Stephen King,451167805
676,Entwined with You,Sylvia Day,425263924
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,307266303
678,The Storied Life of A.J. Fikry,Gabrielle Zevin,1616203218
679,Mad About Madeline,Ludwig Bemelmans,590133373
680,Think and Grow Rich,Napoleon Hill,1585424331
681,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",60885378
682,Jonathan Strange & Mr Norrell,Susanna Clarke,765356155
683,A Bend in the Road,Nicholas Sparks,446696137
684,The House of Hades,Rick Riordan,1423146727
685,Gone,Michael  Grant,61448761
686,The Wedding,Nicholas Sparks,446615862
687,1776,David McCullough,743226720
688,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,330419129
689,Beautiful Ruins,Jess Walter,61928127
690,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,307237699
691,On Writing: A Memoir of the Craft,Stephen King,743455967
692,Firefly Lane,Kristin Hannah,312364083
693,Sphere,Michael Crichton,345418972
694,Love the One You're With,Emily Giffin,312348673
695,The Silkworm,"Robert Galbraith, J.K. Rowling",316206873
696,The Vampire Lestat,Anne Rice,345476883
697,State of Wonder,Ann Patchett,62049801
698,The Silver Linings Playbook,Matthew Quick,374533571
699,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",076072850X
700,The Constant Princess,Philippa Gregory,743272498
701,Mrs Dalloway,"Virginia Woolf, Maureen Howard",151009988
702,Hundraåringen som klev ut genom fönstret och försvann,"Jonas Jonasson, Rod Bradbury",1843913720
703,Bag of Bones,Stephen King,067102423X
704,The Cider House Rules,John Irving,786226749
705,Thinner,"Richard Bachman, Stephen King",451190750
706,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",014044906X
707,Walk Two Moons,Sharon Creech,60739495
708,Onze minutos,"Paulo Coelho, Margaret Jull Costa",60589280
709,Nine Stories,J.D. Salinger,316767727
710,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,031610969X
711,Unwind,Neal Shusterman,1416912045
712,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,385335989
713,Prodigy,Marie Lu,399256768
714,The Tragedie of King Lear,William Shakespeare,074348276X
715,Death of a Salesman,Arthur Miller,435233076
716,The Choice,Nicholas Sparks,446579920
717,,Kate Egan,545422906
718,The Sound and the Fury,William Faulkner,
719,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,452287588
720,BLEACH―ブリーチ―　1,Tite Kubo,1591164419
721,,Allie Brosh,1451666179
722,The Shadow Rising ,Robert Jordan,812513738
723,Shantaram,Gregory David Roberts,192076920X
724,From Dead to Worse,Charlaine Harris,441015891
725,The Waste Lands,"Stephen King, Ned Dameron",670032565
726,The Bone Collector,Jeffery Deaver,451188454
727,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",375408266
728,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",805047905
729,Hyperion,Dan Simmons,553283685
730,The Pearl of the World,John Steinbeck,142000698
731,The Exorcist,William Peter Blatty,61007226
732,The Short Second Life of Bree Tanner,Stephenie Meyer,031612558X
733,Snow Falling on Cedars,David Guterson,067976402X
734,Roots,Alex Haley,440174643
735,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",930289455
736,Invisible Man,Ralph Ellison,679732764
737,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,374105235
738,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,689862202
739,Different Seasons,Stephen King,751514624
740,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",60529962
741,The Girls' Guide to Hunting and Fishing,Melissa Bank,143035479
742,Wool Omnibus,Hugh Howey,
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,380813815
744,The Power of Now,Eckhart Tolle,1577314808
745,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,399159010
746,The Lies of Locke Lamora,Scott Lynch,553804677
747,Sabriel,Garth Nix,64471837
748,Dead and Gone,Charlaine Harris,441017150
749,The Storyteller,Jodi Picoult,1439102767
750,Obsidian,Jennifer L. Armentrout,1620610078
751,"Life, the Universe and Everything",Douglas Adams,345418905
752,Crown of Midnight,Sarah J. Maas,1619630621
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,1932664084
754,Half Broke Horses: A True Life Novel,Jeannette Walls,1416586288
755,Mort,Terry Pratchett,61020680
756,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,373210086
757,Lonesome Dove,Larry McMurtry,067168390X
758,Stiff: The Curious Lives of Human Cadavers,Mary Roach,393324826
759,Bloodlines,Richelle Mead,1595143173
760,Ender's Shadow,Orson Scott Card,765342405
761,Twenties Girl,Sophie Kinsella,385342020
762,Schindler's Ark,Thomas Keneally,340606517
763,The Bluest Eye,Toni Morrison,452287065
764,The White Queen,Philippa Gregory,1416563687
765,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",345350685
766,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1563892278
767,Seabiscuit,Laura Hillenbrand,345465083
768,Shutter Island,Dennis Lehane,038073186X
769,The Complete Sherlock Holmes,Arthur Conan Doyle,553328255
770,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",198320272
771,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,307408841
772,Πολιτεία,"Plato, Desmond Lee",140449140
773,The Taming of the Shrew,William Shakespeare,074347757X
774,Cress,Marissa Meyer,312642970
775,Just Kids,Patti Smith,006621131X
776,,Phaidon Press,714836257
777,Jemima J,Jane Green,767905180
778,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",451527887
779,A Fine Balance,Rohinton Mistry,140003065X
780,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",836220889
781,Specials,Scott Westerfeld,689865406
782,The Awakening,Kate Chopin,543898083
783,Hunted,"P.C. Cast, Kristin Cast",031237982X
784,For One More Day,Mitch Albom,1401303277
785,Clear and Present Danger,Tom Clancy,425144372
786,Falling Up,Shel Silverstein,60513098
787,Sh*t My Dad Says,Justin Halpern,61992704
